question_id,folder_name,subject_name,question_type,hint_count
7a51ff33-dda1-4a33-9f41-ead0bf2b0d2c,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
e9af7467-cc02-4176-ac23-807d36954b66,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7ac1fd0b-da7c-47d4-9e44-2ab90333a784,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
5d43e5fd-618c-4dd4-a7ee-e337e8032f20,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
d555c74a-4614-482a-b37a-abc53cd34b6e,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7d1f6638-dfdb-4bca-a7ab-d47cd0d15459,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
4d7225c9-c039-473f-ab5f-50d44ea91191,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a5b41f14-83ff-4301-a733-936e3f339b09,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a5b378ec-3d6c-4ee3-92e4-55df7ecda6a0,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
81b0f4f5-ed0a-4529-b8f5-5835171d5a6d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
bf21d5af-5e23-4ae8-b8ea-defd36e34fd5,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7e747ba4-1bba-4926-8a1e-e8328dd3a4ea,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
02ca5a74-0bde-4a53-b78a-fb84384b50cb,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
2ebd0f77-6b14-44f4-81b2-c2cb648e38a7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
07b0f339-6360-4c68-bf56-94fa0c83b35e,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
9d69cfe0-d417-48ab-b69e-cbdb8d763aab,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
f7d1c3da-7131-43a4-b09f-4bcbfccb707b,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
9fc41da3-8324-413c-9d01-89557acd8cdf,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
bc302eba-fb0a-4920-81e2-c4b2815a5ace,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
8a9d3dbb-fd17-40bd-80d1-326ca0cdd26d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
8ccb124a-d799-4554-ab99-2da28ec6f613,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
aba35a4b-1501-46da-88fa-d2bbcb968176,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
eb5e5956-ffdf-47ef-86a1-acfc50e208c7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
47401657-3896-4da2-8f39-b1ee4f097db6,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
42e8438e-67a7-45bd-928a-79e1a813592c,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
d50ee883-af8a-4831-90fc-36eca0346efe,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
08bab345-97e5-467a-b9d3-32d09d6deca4,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
8931de9e-0548-4e10-b6f9-38ecf20805f5,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
453ee57c-b8f8-4d93-931a-025fd7792540,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7cdf32eb-f4a5-4acc-b978-6730eb54a062,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
fde50939-f6cc-4ded-9592-99c746ca39ee,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
fc22f786-26db-46ca-a61c-3e0dd2d5ea91,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
135abb8e-bb57-473c-b103-08cb4f6ef0b4,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
c30536cd-e9e5-4ba7-a30b-3d2024cee927,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
354b26db-1f18-47b3-ae6b-6d7eb299d28a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
959c5e3d-86a9-44c9-abcc-1172106b3af6,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
e7a77c2b-0d65-4623-bae5-727d5d3fb85d,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
9db3c22b-2c3a-4ece-bdc0-07c1abb9f32a,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
2a1acc7f-be45-4940-b785-8f7fdd9cb417,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
53f936a3-dcb8-44d0-8ddd-e1f1fa87c2ff,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
cb722144-0a74-48b2-91b9-d77d0c042fee,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
2b107fec-fa7e-44b9-b882-4462ce497f97,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
a92c5d51-439a-4a29-a314-5effa0ff15c7,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
7b64d7c8-f6be-4e79-af04-197f94a19eee,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
5fb5ca2c-ba4e-4f8a-b82d-cc5f32cdf92b,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
1fba7f57-f590-4528-9294-99972ed9d966,Arabic,Arabic,FILL_IN_THE_BLANK_DRAG_DROP,2
